exercise_id,exercise_name,primary_muscle,secondary_muscles,equipment,category,difficulty,met_value,sets_beginner,reps_beginner,sets_intermediate,reps_intermediate,sets_advanced,reps_advanced,rest_seconds,contraindications,is_compound,is_bodyweight,calorie_burn_30min,video_cue
126,Diamond Push-Up,Triceps,Chest,None,Strength,Intermediate,5.5,3,8-12,4,6-10,5,4-8,120,"Wrist pain, Elbow injury",0,1,192,Search: 'Diamond Push-Up proper form' for technique guidance
127,Wide Push-Up,Chest,Triceps,None,Strength,Beginner,5.0,3,8-12,4,6-10,5,4-8,90,Shoulder pain,0,1,175,Search: 'Wide Push-Up proper form' for technique guidance
128,Single-Leg Squat (Pistol),Quadriceps,"Glutes, Core, Ankle Stability",None,Strength,Advanced,6.5,3,8-12,4,6-10,5,4-8,180,"Knee pain, Ankle instability",1,1,228,Search: 'Single-Leg Squat (Pistol) proper form' for technique guidance
129,Sun Salutation (Surya Namaskar),Full Body,"Spine, Hamstrings, Shoulders",None,Flexibility,Beginner,4.0,3,30s-60s,4,45s-90s,5,60s-120s,90,Lower back disc (modify cobra),1,1,140,Search: 'Sun Salutation (Surya Namaskar) proper form' for technique guidance
130,Warrior I,Quadriceps,"Glutes, Hamstrings, Shoulders",None,Flexibility,Beginner,3.0,3,30s-60s,4,45s-90s,5,60s-120s,90,"Knee pain, Hip injury",1,1,105,Search: 'Warrior I proper form' for technique guidance
131,Warrior II,Quadriceps,"Glutes, Shoulders",None,Flexibility,Beginner,3.0,3,30s-60s,4,45s-90s,5,60s-120s,90,Knee pain,0,1,105,Search: 'Warrior II proper form' for technique guidance
132,Triangle Pose,Hamstrings,"Obliques, Hip Abductors",None,Flexibility,Beginner,3.0,3,30s-60s,4,45s-90s,5,60s-120s,90,Lower back disc,0,1,105,Search: 'Triangle Pose proper form' for technique guidance
133,Downward Dog,Hamstrings,"Calves, Shoulders, Upper Back",None,Flexibility,Beginner,3.0,3,30s-60s,4,45s-90s,5,60s-120s,90,"Wrist pain, Shoulder injury",1,1,105,Search: 'Downward Dog proper form' for technique guidance
134,Cobra Pose,Lower Back,Spine Extensors,None,Flexibility,Beginner,2.5,3,30s-60s,4,45s-90s,5,60s-120s,90,Lower back disc herniation,0,1,88,Search: 'Cobra Pose proper form' for technique guidance
135,Bridge Pose,Glutes,"Hamstrings, Core",None,Flexibility,Beginner,3.0,3,30s-60s,4,45s-90s,5,60s-120s,90,None,0,1,105,Search: 'Bridge Pose proper form' for technique guidance
136,Seated Forward Fold,Hamstrings,Lower Back,None,Flexibility,Beginner,2.5,3,30s-60s,4,45s-90s,5,60s-120s,90,Lower back disc (avoid),0,1,88,Search: 'Seated Forward Fold proper form' for technique guidance
137,Diaphragmatic Breathing,Core,"Cardiovascular, Nervous System",None,Recovery,Beginner,1.5,3,10-15,4,12-20,5,15-25,90,None,0,1,52,Search: 'Diaphragmatic Breathing proper form' for technique guidance
138,Box Breathing (4-4-4-4),Core,Nervous System,None,Recovery,Beginner,1.0,3,10-15,4,12-20,5,15-25,90,None,0,1,35,Search: 'Box Breathing (4-4-4-4) proper form' for technique guidance
139,Lateral Shuffle,Quadriceps,"Glutes, Adductors",None,Agility,Intermediate,8.0,3,10-15,4,12-20,5,15-25,120,"Ankle injury, Knee injury",0,1,280,Search: 'Lateral Shuffle proper form' for technique guidance
140,Agility Ladder Drill,Full Body,"Cardiovascular, Coordination",Agility Ladder,Agility,Intermediate,9.0,3,10-15,4,12-20,5,15-25,120,Ankle injury,1,0,315,Search: 'Agility Ladder Drill proper form' for technique guidance
141,Cone Drill (5-10-5),Full Body,Cardiovascular,Cones,Agility,Intermediate,10.0,3,10-15,4,12-20,5,15-25,120,"Ankle injury, Knee injury",1,0,350,Search: 'Cone Drill (5-10-5) proper form' for technique guidance
142,Broad Jump,Quadriceps,"Glutes, Calves",None,Power,Intermediate,7.5,3,10-15,4,12-20,5,15-25,120,"Knee pain, Ankle injury",0,1,262,Search: 'Broad Jump proper form' for technique guidance
143,Single-Leg Hop Test,Quadriceps,"Balance, Core",None,Rehab Test,Intermediate,5.0,3,10-15,4,12-20,5,15-25,120,ACL injury (clearance test only),0,1,175,Search: 'Single-Leg Hop Test proper form' for technique guidance
144,Farmer's Walk,Forearms,"Traps, Core, Full Body",Dumbbells,Functional,Beginner,6.5,3,10-15,4,12-20,5,15-25,90,"Wrist injury, Lower back disc, De Quervain's",1,0,228,Search: 'Farmer's Walk proper form' for technique guidance
145,Sandbag Carry,Full Body,"Core, Traps",Sandbag,Functional,Intermediate,7.0,3,10-15,4,12-20,5,15-25,120,"Lower back disc, Shoulder injury",1,0,245,Search: 'Sandbag Carry proper form' for technique guidance
146,Sled Drag,Hamstrings,"Glutes, Calves",Sled,Functional,Intermediate,8.5,3,10-15,4,12-20,5,15-25,120,Lower back disc,0,0,298,Search: 'Sled Drag proper form' for technique guidance
147,Turkish Get-Up,Core,"Shoulders, Glutes, Full Body",Kettlebell,Functional,Advanced,7.0,3,10-15,4,12-20,5,15-25,180,"Shoulder injury, Knee injury, Lower back disc",1,0,245,Search: 'Turkish Get-Up proper form' for technique guidance
148,Bear Crawl,Core,"Shoulders, Full Body",None,Functional,Beginner,6.5,3,10-15,4,12-20,5,15-25,90,"Wrist pain, Shoulder injury",0,1,228,Search: 'Bear Crawl proper form' for technique guidance
149,Crab Walk,Triceps,"Core, Glutes",None,Functional,Beginner,5.5,3,10-15,4,12-20,5,15-25,90,Wrist pain,0,1,192,Search: 'Crab Walk proper form' for technique guidance
150,Stationary Cycling (Barbell variation),Quadriceps,"Glutes, Cardiovascular",Barbell,Cardio,Intermediate,6.0,3,8-12,4,6-10,5,4-8,120,Knee pain (adjust seat height),0,0,210,Search: 'Stationary Cycling Barbell form' for technique guidance
151,Lat Pulldown (Cable Machine variation),Lats,"Biceps, Rear Delt",Cable Machine,Strength,Beginner,5.2,3,8-12,4,6-10,5,4-8,90,Shoulder injury,0,0,192,Search: 'Lat Pulldown Cable Machine form' for technique guidance
152,Hip Abduction Machine (Machine variation),Abductors,Glutes,Machine,Strength,Intermediate,3.7,3,8-12,4,6-10,5,4-8,120,Hip injury,0,0,122,Search: 'Hip Abduction Machine Machine form' for technique guidance
153,Seated Calf Raise (None variation),Soleus,Gastrocnemius,None,Strength,Advanced,3.7,3,8-12,4,6-10,5,4-8,180,"Achilles tendinopathy (early), Plantar fasciitis (acute)",0,1,122,Search: 'Seated Calf Raise None form' for technique guidance
154,V-Up (Dumbbells variation),Core,Hip Flexors,Dumbbells,Core,Beginner,4.6,3,8-12,4,6-10,5,4-8,90,"Lower back disc injury, Hip flexor strain",0,0,158,Search: 'V-Up Dumbbells form' for technique guidance
155,Barbell Hip Thrust (Machine variation),Glutes,"Hamstrings, Core",Machine,Strength,Intermediate,6.5,3,8-12,4,6-10,5,4-8,120,"Neck injury, Severe lower back pain",0,0,245,Search: 'Barbell Hip Thrust Machine form' for technique guidance
156,Burpee (Resistance Band variation),Full Body,Cardiovascular,Resistance Band,HIIT,Intermediate,9.4,3,8-12,4,6-10,5,4-8,120,"Shoulder injury, Lower back disc, Knee pain",1,0,350,Search: 'Burpee Resistance Band form' for technique guidance
157,Bulgarian Split Squat (Cable Machine variation),Quadriceps,"Glutes, Hamstrings, Core",Cable Machine,Strength,Advanced,6.9,3,8-12,4,6-10,5,4-8,180,"Knee pain, Ankle instability, Hip flexor strain",0,0,262,Search: 'Bulgarian Split Squat Cable Machine form' for technique guidance
158,Mountain Climbers (Cable Machine variation),Core,"Shoulders, Cardiovascular",Cable Machine,HIIT,Beginner,9.0,3,8-12,4,6-10,5,4-8,90,"Wrist pain, Shoulder injury",0,0,315,Search: 'Mountain Climbers Cable Machine form' for technique guidance
159,Hammer Curl (Dumbbells variation),Brachialis,"Biceps, Forearm",Dumbbells,Strength,Intermediate,3.5,3,8-12,4,6-10,5,4-8,120,"Elbow pain, Tennis elbow",0,0,122,Search: 'Hammer Curl Dumbbells form' for technique guidance
160,Hammer Curl (Kettlebell variation),Brachialis,"Biceps, Forearm",Kettlebell,Strength,Intermediate,3.5,3,8-12,4,6-10,5,4-8,120,"Elbow pain, Tennis elbow",0,0,122,Search: 'Hammer Curl Kettlebell form' for technique guidance
161,V-Up (Kettlebell variation),Core,Hip Flexors,Kettlebell,Core,Beginner,4.8,3,8-12,4,6-10,5,4-8,90,"Lower back disc injury, Hip flexor strain",0,0,158,Search: 'V-Up Kettlebell form' for technique guidance
162,V-Up (Barbell variation),Core,Hip Flexors,Barbell,Core,Advanced,4.2,3,8-12,4,6-10,5,4-8,180,"Lower back disc injury, Hip flexor strain",0,0,158,Search: 'V-Up Barbell form' for technique guidance
163,Skull Crusher (Barbell variation),Triceps,None,Barbell,Strength,Beginner,3.6,3,8-12,4,6-10,5,4-8,90,"Elbow pain, Shoulder injury",0,0,140,Search: 'Skull Crusher Barbell form' for technique guidance
164,Hip Adduction Machine (Resistance Band variation),Adductors,None,Resistance Band,Strength,Advanced,3.7,3,8-12,4,6-10,5,4-8,180,"Groin strain, Hip injury",0,0,122,Search: 'Hip Adduction Machine Resistance Band form' for technique guidance
165,Treadmill Running (Barbell variation),Full Body,Cardiovascular,Barbell,Cardio,Beginner,10.6,3,8-12,4,6-10,5,4-8,90,"Knee pain, Plantar fasciitis, Stress fracture, Achilles tendinopathy",1,0,343,Search: 'Treadmill Running Barbell form' for technique guidance
166,Barbell Back Squat (Dumbbells variation),Quadriceps,"Glutes, Hamstrings, Core",Dumbbells,Strength,Intermediate,7.6,3,8-12,4,6-10,5,4-8,120,"Knee pain, Lower back injury, Hip impingement",0,0,280,Search: 'Barbell Back Squat Dumbbells form' for technique guidance
167,Dead Bug (None variation),Core,Hip Flexors,None,Core,Advanced,3.5,3,8-12,4,6-10,5,4-8,180,None (excellent for lower back rehab),0,1,122,Search: 'Dead Bug None form' for technique guidance
168,Dips (Dumbbells variation),Triceps,"Chest, Front Delt",Dumbbells,Strength,Intermediate,6.2,3,8-12,4,6-10,5,4-8,120,"Shoulder impingement, Rotator cuff, Elbow injury",0,0,210,Search: 'Dips Dumbbells form' for technique guidance
169,Hanging Leg Raise (Resistance Band variation),Lower Abs,"Hip Flexors, Core",Resistance Band,Core,Intermediate,5.0,3,8-12,4,6-10,5,4-8,120,"Shoulder injury, Lower back disc",0,0,175,Search: 'Hanging Leg Raise Resistance Band form' for technique guidance
170,Box Jump (Dumbbells variation),Quadriceps,"Glutes, Calves, Cardiovascular",Dumbbells,Power,Beginner,7.6,3,8-12,4,6-10,5,4-8,90,"Knee pain, Ankle injury, Achilles tendinopathy",0,0,280,Search: 'Box Jump Dumbbells form' for technique guidance
171,Skull Crusher (None variation),Triceps,None,None,Strength,Beginner,4.1,3,8-12,4,6-10,5,4-8,90,"Elbow pain, Shoulder injury",0,1,140,Search: 'Skull Crusher None form' for technique guidance
172,Arnold Press (Cable Machine variation),Shoulders,"Triceps, Chest",Cable Machine,Strength,Beginner,6.4,3,8-12,4,6-10,5,4-8,90,Shoulder impingement,0,0,228,Search: 'Arnold Press Cable Machine form' for technique guidance
173,Push-Up (Dumbbells variation),Chest,"Triceps, Front Delt, Core",Dumbbells,Strength,Beginner,5.0,3,8-12,4,6-10,5,4-8,90,"Wrist pain, Shoulder injury",0,0,175,Search: 'Push-Up Dumbbells form' for technique guidance
174,Burpee (None variation),Full Body,Cardiovascular,None,HIIT,Beginner,10.6,3,8-12,4,6-10,5,4-8,90,"Shoulder injury, Lower back disc, Knee pain",1,1,350,Search: 'Burpee None form' for technique guidance
175,Decline Bench Press (Cable Machine variation),Lower Chest,"Triceps, Front Deltoid",Cable Machine,Strength,Beginner,7.5,3,8-12,4,6-10,5,4-8,90,"Lower back lordosis, Neck injury",0,0,262,Search: 'Decline Bench Press Cable Machine form' for technique guidance
176,Rowing Machine (Cable Machine variation),Back,"Full Body, Cardiovascular",Cable Machine,Cardio,Intermediate,7.7,3,8-12,4,6-10,5,4-8,120,"Lower back disc, Knee injury",0,0,298,Search: 'Rowing Machine Cable Machine form' for technique guidance
177,Hanging Leg Raise (Resistance Band variation),Lower Abs,"Hip Flexors, Core",Resistance Band,Core,Beginner,4.6,3,8-12,4,6-10,5,4-8,90,"Shoulder injury, Lower back disc",0,0,175,Search: 'Hanging Leg Raise Resistance Band form' for technique guidance
178,Barbell Deadlift (Resistance Band variation),Hamstrings,"Glutes, Lower Back, Traps, Core",Resistance Band,Strength,Advanced,8.4,3,8-12,4,6-10,5,4-8,180,"Lower back disc injury, Sciatica",0,0,315,Search: 'Barbell Deadlift Resistance Band form' for technique guidance
179,Barbell Bench Press (Resistance Band variation),Chest,"Triceps, Front Deltoid",Resistance Band,Strength,Beginner,8.3,3,8-12,4,6-10,5,4-8,90,"Shoulder impingement, Rotator cuff, Pectoral strain",0,0,280,Search: 'Barbell Bench Press Resistance Band form' for technique guidance
180,Hip Adduction Machine (Machine variation),Adductors,None,Machine,Strength,Advanced,3.4,3,8-12,4,6-10,5,4-8,180,"Groin strain, Hip injury",0,0,122,Search: 'Hip Adduction Machine Machine form' for technique guidance
181,Copenhagen Plank (Kettlebell variation),Adductors,Core,Kettlebell,Core,Intermediate,4.8,3,8-12,4,6-10,5,4-8,120,Groin injury,0,0,175,Search: 'Copenhagen Plank Kettlebell form' for technique guidance
182,Cable Lateral Raise (Dumbbells variation),Lateral Delt,Traps,Dumbbells,Strength,Advanced,3.5,3,8-12,4,6-10,5,4-8,180,Shoulder impingement,0,0,122,Search: 'Cable Lateral Raise Dumbbells form' for technique guidance
183,Mountain Climbers (Cable Machine variation),Core,"Shoulders, Cardiovascular",Cable Machine,HIIT,Beginner,8.3,3,8-12,4,6-10,5,4-8,90,"Wrist pain, Shoulder injury",0,0,315,Search: 'Mountain Climbers Cable Machine form' for technique guidance
184,Barbell Overhead Press (None variation),Shoulders,"Triceps, Upper Chest, Traps",None,Strength,Advanced,6.7,3,8-12,4,6-10,5,4-8,180,"Shoulder impingement, Rotator cuff, Neck injury",0,1,245,Search: 'Barbell Overhead Press None form' for technique guidance
185,Hip Adduction Machine (Dumbbells variation),Adductors,None,Dumbbells,Strength,Intermediate,3.2,3,8-12,4,6-10,5,4-8,120,"Groin strain, Hip injury",0,0,122,Search: 'Hip Adduction Machine Dumbbells form' for technique guidance
186,Single-Leg Glute Bridge (Cable Machine variation),Glutes,"Hamstrings, Core",Cable Machine,Core,Advanced,4.1,3,8-12,4,6-10,5,4-8,180,Knee injury (modify range),0,0,158,Search: 'Single-Leg Glute Bridge Cable Machine form' for technique guidance
187,V-Up (Resistance Band variation),Core,Hip Flexors,Resistance Band,Core,Beginner,4.3,3,8-12,4,6-10,5,4-8,90,"Lower back disc injury, Hip flexor strain",0,0,158,Search: 'V-Up Resistance Band form' for technique guidance
188,Single-Leg Glute Bridge (Resistance Band variation),Glutes,"Hamstrings, Core",Resistance Band,Core,Advanced,4.3,3,8-12,4,6-10,5,4-8,180,Knee injury (modify range),0,0,158,Search: 'Single-Leg Glute Bridge Resistance Band form' for technique guidance
189,Barbell Curl (Barbell variation),Biceps,Brachialis,Barbell,Strength,Intermediate,3.5,3,8-12,4,6-10,5,4-8,120,"Elbow pain, Biceps tendinopathy, Tennis elbow",0,0,122,Search: 'Barbell Curl Barbell form' for technique guidance
190,Rear Delt Fly (Dumbbells variation),Rear Delt,Rhomboids,Dumbbells,Strength,Intermediate,3.5,3,8-12,4,6-10,5,4-8,120,None,0,0,122,Search: 'Rear Delt Fly Dumbbells form' for technique guidance
191,Incline DB Bench Press (None variation),Upper Chest,"Front Deltoid, Triceps",None,Strength,Intermediate,7.1,3,8-12,4,6-10,5,4-8,120,"Shoulder pain, Rotator cuff",0,1,245,Search: 'Incline DB Bench Press None form' for technique guidance
192,Leg Extension (None variation),Quadriceps,None,None,Strength,Advanced,4.6,3,8-12,4,6-10,5,4-8,180,"Patellofemoral pain, ACL injury, Knee impingement",0,1,158,Search: 'Leg Extension None form' for technique guidance
193,T-Bar Row (Resistance Band variation),Lats,"Rhomboids, Biceps",Resistance Band,Strength,Intermediate,7.5,3,8-12,4,6-10,5,4-8,120,Lower back pain,0,0,262,Search: 'T-Bar Row Resistance Band form' for technique guidance
194,Sumo Deadlift (Cable Machine variation),Quadriceps,"Glutes, Hamstrings, Adductors",Cable Machine,Strength,Intermediate,8.0,3,8-12,4,6-10,5,4-8,120,"Groin strain, Hip injury",0,0,280,Search: 'Sumo Deadlift Cable Machine form' for technique guidance
195,Burpee (Dumbbells variation),Full Body,Cardiovascular,Dumbbells,HIIT,Advanced,10.4,3,8-12,4,6-10,5,4-8,180,"Shoulder injury, Lower back disc, Knee pain",1,0,350,Search: 'Burpee Dumbbells form' for technique guidance
196,Close-Grip Bench Press (Dumbbells variation),Triceps,"Chest, Front Delt",Dumbbells,Strength,Advanced,6.9,3,8-12,4,6-10,5,4-8,180,"Wrist injury, Elbow pain",0,0,228,Search: 'Close-Grip Bench Press Dumbbells form' for technique guidance
197,Side Plank (Machine variation),Obliques,"Core, Hip Abductors",Machine,Core,Beginner,3.8,3,8-12,4,6-10,5,4-8,90,"Shoulder injury, Wrist pain",0,0,140,Search: 'Side Plank Machine form' for technique guidance
198,Leg Extension (Dumbbells variation),Quadriceps,None,Dumbbells,Strength,Beginner,4.8,3,8-12,4,6-10,5,4-8,90,"Patellofemoral pain, ACL injury, Knee impingement",0,0,158,Search: 'Leg Extension Dumbbells form' for technique guidance
199,Jumping Jack (Kettlebell variation),Full Body,Cardiovascular,Kettlebell,Cardio,Beginner,7.6,3,8-12,4,6-10,5,4-8,90,"Knee pain, Ankle injury",1,0,280,Search: 'Jumping Jack Kettlebell form' for technique guidance
200,Landmine Press (Barbell variation),Shoulders,"Chest, Triceps, Core",Barbell,Strength,Beginner,5.8,3,8-12,4,6-10,5,4-8,90,None,0,0,210,Search: 'Landmine Press Barbell form' for technique guidance
201,Barbell Bench Press (Resistance Band variation),Chest,"Triceps, Front Deltoid",Resistance Band,Strength,Beginner,8.5,3,8-12,4,6-10,5,4-8,90,"Shoulder impingement, Rotator cuff, Pectoral strain",0,0,280,Search: 'Barbell Bench Press Resistance Band form' for technique guidance
202,Jumping Rope (Cable Machine variation),Calves,"Full Body, Cardiovascular",Cable Machine,Cardio,Advanced,12.8,3,8-12,4,6-10,5,4-8,180,"Knee pain, Plantar fasciitis, Ankle injury",0,0,420,Search: 'Jumping Rope Cable Machine form' for technique guidance
203,Arnold Press (None variation),Shoulders,"Triceps, Chest",None,Strength,Advanced,5.9,3,8-12,4,6-10,5,4-8,180,Shoulder impingement,0,1,228,Search: 'Arnold Press None form' for technique guidance
204,Upright Row (Kettlebell variation),Traps,Lateral Delt,Kettlebell,Strength,Beginner,4.7,3,8-12,4,6-10,5,4-8,90,"Shoulder impingement, Rotator cuff",0,0,175,Search: 'Upright Row Kettlebell form' for technique guidance
205,Leg Press (Kettlebell variation),Quadriceps,"Glutes, Hamstrings",Kettlebell,Strength,Intermediate,6.7,3,8-12,4,6-10,5,4-8,120,"Knee injury (deep), Lower back disc",0,0,228,Search: 'Leg Press Kettlebell form' for technique guidance
206,Seated Calf Raise (Cable Machine variation),Soleus,Gastrocnemius,Cable Machine,Strength,Advanced,3.3,3,8-12,4,6-10,5,4-8,180,"Achilles tendinopathy (early), Plantar fasciitis (acute)",0,0,122,Search: 'Seated Calf Raise Cable Machine form' for technique guidance
207,Dumbbell Row (Dumbbells variation),Lats,"Rhomboids, Biceps",Dumbbells,Strength,Beginner,5.7,3,8-12,4,6-10,5,4-8,90,Lower back pain (support with bench),0,0,192,Search: 'Dumbbell Row Dumbbells form' for technique guidance
208,Cable Fly (Machine variation),Chest,Front Delt,Machine,Strength,Intermediate,4.8,3,8-12,4,6-10,5,4-8,120,Shoulder impingement,0,0,158,Search: 'Cable Fly Machine form' for technique guidance
209,T-Bar Row (Cable Machine variation),Lats,"Rhomboids, Biceps",Cable Machine,Strength,Advanced,6.9,3,8-12,4,6-10,5,4-8,180,Lower back pain,0,0,262,Search: 'T-Bar Row Cable Machine form' for technique guidance
210,Barbell Curl (Resistance Band variation),Biceps,Brachialis,Resistance Band,Strength,Advanced,3.5,3,8-12,4,6-10,5,4-8,180,"Elbow pain, Biceps tendinopathy, Tennis elbow",0,0,122,Search: 'Barbell Curl Resistance Band form' for technique guidance
211,Dumbbell Fly (Machine variation),Chest,Front Delt,Machine,Strength,Intermediate,4.7,3,8-12,4,6-10,5,4-8,120,"Shoulder impingement, Rotator cuff",0,0,158,Search: 'Dumbbell Fly Machine form' for technique guidance
212,Copenhagen Plank (None variation),Adductors,Core,None,Core,Beginner,5.2,3,8-12,4,6-10,5,4-8,90,Groin injury,0,1,175,Search: 'Copenhagen Plank None form' for technique guidance
213,Pallof Press (Cable Machine variation),Core,Obliques,Cable Machine,Core,Advanced,3.3,3,8-12,4,6-10,5,4-8,180,None,0,0,122,Search: 'Pallof Press Cable Machine form' for technique guidance
